Class Year,Type,Name,Position,Height,Weight,Transfer Rating,HS Rating,Transfer Stars,HS Stars,High School,Hometown City,Hometown State,Previous School,Status,Profile URL,location,lat,lon
2001,Recruit,John Gillen,OLB,6-4,225,,,,0,Glenbard West,Glen Ellyn,IL,,Signed,https://247sports.com/Player/john-gillen-70763/,"Glen Ellyn, IL",41.8775293,-88.0670118
2001,Recruit,Jonathan Orr,WR,6-4,183,,,,0,Ford,Detroit,MI,,Signed,https://247sports.com/Player/jonathan-orr-70775/,"Detroit, MI",42.3315509,-83.0466403
2001,Recruit,Jason Palermo,SDE,6-4,265,,,,0,Edgewood,Madison,WI,,Signed,https://247sports.com/Player/jason-palermo-70779/,"Madison, WI",43.07469,-89.3841663
2001,Recruit,Donovan Raiola,OG,6-3,275,,,,0,Kamehameha Kapalama,Honolulu,HI,,Signed,https://247sports.com/Player/donovan-raiola-70781/,"Honolulu, HI",21.304547,-157.855676
2001,Recruit,Dontez Sanders,WR,6-1,187,,,,0,St Peter Chanel,Bedford,OH,,Signed,https://247sports.com/Player/dontez-sanders-70784/,"Bedford, OH",41.39311,-81.536509
2001,Recruit,Scott Starks,CB,5-10,170,,,,0,Hazelwood East,St. Louis,MO,,Signed,https://247sports.com/Player/scott-starks-70787/,"St. Louis, MO",38.6254063,-90.190009
2001,Recruit,Nick Tofferi,OG,6-3,285,,,,0,Newaygo,Newaygo,MI,,Signed,https://247sports.com/Player/nick-tofferi-70788/,"Newaygo, MI",43.5121225,-85.7944976
2001,Recruit,Jake Wood,OT,6-6,270,,,,0,Pleasant Valley,Bettendorf,IA,,Signed,https://247sports.com/Player/jake-wood-70792/,"Bettendorf, IA",41.5253792,-90.5098639
2001,Recruit,Robert Brooks,S,5-10,175,,,,0,Newman Smith,Carrollton,TX,,Signed,https://247sports.com/Player/robert-brooks-70795/,"Carrollton, TX",32.9515472,-96.9034244
2001,Recruit,Devon Hollins,WR,6-1,200,,,,0,Crenshaw,Los Angeles,CA,,Signed,https://247sports.com/Player/devon-hollins-70796/,"Los Angeles, CA",34.0536909,-118.242766
2001,Recruit,DeAndre Kemp,WR,5-11,180,,,,0,Narbonne,Harbor City,CA,,Signed,https://247sports.com/Player/deandre-kemp-70800/,"Harbor City, CA",33.7911012,-118.3012604
2001,Recruit,Mike Kleber,SDE,6-3,277,,,,0,Catholic Memorial,Waukesha,WI,,Signed,https://247sports.com/Player/mike-kleber-70806/,"Waukesha, WI",43.0622536,-88.3123889
2001,Recruit,Jeff Lange,SDE,6-6,255,,,,0,Milwaukee Lutheran,Milwaukee,WI,,Signed,https://247sports.com/Player/jeff-lange-70812/,"Milwaukee, WI",43.0386475,-87.9090751
2001,Recruit,Matt Lawrence,OT,6-5,260,,,,0,Sussex Central Senior,Georgetown,DE,,Signed,https://247sports.com/Player/matt-lawrence-70819/,"Georgetown, DE",38.6900507,-75.3858753
2001,Recruit,Isaac Ballou,OT,6-5,310,,,,0,Stanton College Prep,Jacksonville,FL,,Signed,https://247sports.com/Player/isaac-ballou-70824/,"Jacksonville, FL",30.3262247,-81.6579179
2001,Recruit,Jason Pociask,TE,6-3,230,,,,0,Plainfield,Plainfield,IN,,Signed,https://247sports.com/Player/jason-pociask-70828/,"Plainfield, IN",39.703872,-86.399477
2001,Recruit,Greg Root,OLB,6-2,240,,,,0,Highland,Palmdale,CA,,Signed,https://247sports.com/Player/greg-root-70829/,"Palmdale, CA",34.5793131,-118.11711
2001,Recruit,Lyle Maiava,SDE,6-3,300,,,,0,St. Louis School,Honolulu,HI,,Signed,https://247sports.com/Player/lyle-maiava-70834/,"Honolulu, HI",21.304547,-157.855676
2002,Recruit,Tony Moss,ATH,6-0,175,,,,0,Hazelwood East,St. Louis,MO,,Enrolled,https://247sports.com/Player/tony-moss-51023/,"St. Louis, MO",38.6254063,-90.190009
2002,Recruit,Enrique Cook,WR,6-1,185,,,,0,Mount Carmel,Mount Carmel,IL,,Enrolled,https://247sports.com/Player/enrique-cook-50980/,"Mount Carmel, IL",38.4108801,-87.7614174
2002,Recruit,Reginald Cribbs Jr.,OLB,6-1,210,,,,0,Hubbard,Chicago,IL,,Enrolled,https://247sports.com/Player/reginald-cribbs-jr-50981/,"Chicago, IL",41.8755616,-87.6244212
2002,Recruit,Graham Danielson,PRO,6-5,215,,,,0,Black River Falls,Black River Falls,WI,,Enrolled,https://247sports.com/Player/graham-danielson-50996/,"Black River Falls, WI",44.2952152,-90.8484137
