Class Year,Type,Name,Position,Height,Weight,Transfer Rating,HS Rating,Transfer Stars,HS Stars,High School,Hometown City,Hometown State,Previous School,Status,Profile URL,location,lat,lon
2017,Recruit,Brandon Pili,DT,6-4,310,,89.0,,3,Westview,Portland,OR,,Enrolled,https://247sports.com/Player/brandon-pili-45572753/,"Portland, OR",45.5202471,-122.674194
2017,Recruit,Erik Krommenhoek,TE,6-5.5,243,,87.0,,3,Monte Vista,Danville,CA,,Enrolled,https://247sports.com/Player/erik-krommenhoek-91033/,"Danville, CA",37.8225892,-122.0008254
2017,Recruit,Jalen McKenzie,OT,6-4.5,307,,86.0,,3,Clayton Valley,Concord,CA,,Enrolled,https://247sports.com/Player/jalen-mckenzie-75313/,"Concord, CA",37.9768525,-122.0335624
2017,Recruit,Tayler Katoa,ILB,6-2,222,,85.0,,3,Layton,Layton,UT,,Enrolled,https://247sports.com/Player/tayler-katoa-84839/,"Layton, UT",41.0751048,-111.9741925
2017,Recruit,Juliano Falaniko,S,6-4,200,,85.0,,3,Leone,Pago Pago,AS,,Enrolled,https://247sports.com/Player/juliano-falaniko-79364/,"Pago Pago, AS",-14.2754786,-170.7048298
2017,Recruit,Damon Johnson,LS,6-0,205,,76.0,,2,Glendora,Glendora,CA,,Enrolled,https://247sports.com/Player/damon-johnson-85822/,"Glendora, CA",34.1361187,-117.865339
2018,Recruit,JT Daniels,PRO,6-2,205,,99.0,,5,Mater Dei,Santa Ana,CA,,Enrolled,https://247sports.com/Player/jt-daniels-86433/,"Santa Ana, CA",33.7494951,-117.873221
2018,Recruit,Amon-Ra St. Brown,WR,5-11.5,191,,98.0,,5,Mater Dei,Santa Ana,CA,,Enrolled,https://247sports.com/Player/amon-ra-st-brown-77160/,"Santa Ana, CA",33.7494951,-117.873221
2018,Recruit,Palaie Gaoteote IV,OLB,6-2,235,,98.0,,5,Bishop Gorman,Las Vegas,NV,,Enrolled,https://247sports.com/Player/palaie-gaoteote-iv-85911/,"Las Vegas, NV",36.1674263,-115.1484131
2018,Recruit,Talanoa Hufanga,ATH,6-0.5,193,,98.0,,5,Crescent Valley,Corvallis,OR,,Enrolled,https://247sports.com/Player/talanoa-hufanga-89865/,"Corvallis, OR",44.5645659,-123.2620435
2018,Recruit,Olaijah Griffin,CB,6-0,170,,97.0,,4,Mission Viejo,Mission Viejo,CA,,Enrolled,https://247sports.com/Player/olaijah-griffin-87596/,"Mission Viejo, CA",33.5965685,-117.659405
2018,Recruit,Isaac Taylor-Stuart,CB,6-2,187,,97.0,,4,Helix,La Mesa,CA,,Enrolled,https://247sports.com/Player/isaac-taylor-stuart-87590/,"La Mesa, CA",32.7678288,-117.0230839
2018,Recruit,Solomon Tuliaupupu,OLB,6-2,220,,96.0,,4,Mater Dei,Santa Ana,CA,,Enrolled,https://247sports.com/Player/solomon-tuliaupupu-85423/,"Santa Ana, CA",33.7494951,-117.873221
2018,Recruit,Justin Dedich,OC,6-2,290,,95.0,,4,Chaparral,Temecula,CA,,Enrolled,https://247sports.com/Player/justin-dedich-90150/,"Temecula, CA",33.4946353,-117.147366
